u,v,key,osmid,oneway,name,highway,length,geometry,ref,lanes,bridge,tunnel,maxspeed,access
5863445613,5684343424,0,596803755,False,,residential,106.189,"LINESTRING (129.369415 36.0595558, 129.369587 36.0605006)",,,,,,
5863445613,5684343423,0,596803755,False,,residential,112.479,"LINESTRING (129.369415 36.0595558, 129.3690959 36.0585777)",,,,,,
5863445613,5684338919,0,596803756,False,,residential,43.616,"LINESTRING (129.369415 36.0595558, 129.3698914 36.0594814)",,,,,,
5863445613,5684343425,0,596803756,False,,residential,44.908,"LINESTRING (129.369415 36.0595558, 129.3689546 36.0597126)",,,,,,
5877679026,4635300080,0,469125620,False,,residential,75.319,"LINESTRING (129.3726236 36.0687593, 129.3724335 36.0680996)",,,,,,
5983198142,4235824803,0,424118773,True,,residential,38.787,"LINESTRING (129.3553116 36.0296119, 129.3553004 36.0295261, 129.3552866 36.0292638)",,,,,,
5983198142,4235824814,0,633906334,True,,residential,27.035000000000004,"LINESTRING (129.3553116 36.0296119, 129.355424 36.0295484, 129.3554696 36.0295418, 129.3555811 36.029571)",,,,,,
6012442314,436581789,0,64147143,False,새마을로,primary,2040.483,"LINESTRING (129.0948471 36.1775247, 129.09492 36.17797, 129.095 36.17852, 129.09504 36.17929, 129.09502 36.17947, 129.09495 36.17976, 129.09485 36.18001, 129.09466 36.18047, 129.09444 36.18098, 129.09424 36.1815, 129.09405 36.18199, 129.09387 36.18242, 129.09374 36.18274, 129.09357 36.18309, 129.09339 36.18354, 129.09329 36.1839, 129.0932 36.18443, 129.09308 36.18515, 129.09298 36.18566, 129.09292 36.18598, 129.0928 36.18628, 129.09269 36.1864, 129.09231 36.18675, 129.09195 36.18707, 129.09162 36.1874, 129.09122 36.18782, 129.09095 36.18811, 129.09086 36.18821, 129.09062 36.18855, 129.09041 36.1889, 129.09021 36.1892, 129.08998 36.18955, 129.08971 36.18999, 129.08942 36.19044, 129.08925 36.19074, 129.08908 36.19102, 129.08889 36.19137, 129.08871 36.19178, 129.08848 36.19221, 129.08815 36.19297, 129.0880564 36.1931656, 129.08749 36.19377, 129.08723 36.19405, 129.08694 36.1942)",31,,,,,
6012442314,6430870745,0,"[64147143, 202943822, 202943823, 202943824, 425406773, 830264475, 830264476]",False,"['입암2교', '새마을로', '입암1교', '죽장교']",primary,2015.7649999999996,"LINESTRING (129.0948471 36.1775247, 129.09483 36.17742, 129.09481 36.17669, 129.09483 36.1766, 129.09495 36.17643, 129.09526 36.17602, 129.09544 36.17578, 129.09561 36.1754, 129.09568 36.17524, 129.09567 36.17472, 129.09557 36.17431, 129.09542 36.17372, 129.09531 36.17344, 129.09521 36.17309, 129.09515 36.17284, 129.09505 36.17251, 129.09495 36.17226, 129.0947 36.17194, 129.09422 36.1715, 129.09365 36.17096, 129.09317 36.17046, 129.09268 36.16993, 129.09241 36.16965, 129.09224 36.16943, 129.09193 36.16911, 129.09152 36.16864, 129.09145 36.16853, 129.09138 36.16837, 129.09123 36.16802, 129.09112 36.16759, 129.09111 36.16737, 129.09115 36.16716, 129.09124 36.16696, 129.0913 36.16688, 129.09152 36.16662, 129.09192 36.16627, 129.0926366 36.1657943, 129.0933662 36.1653479, 129.0935262 36.1652151, 129.0936006 36.1650886, 129.0937353 36.1647918, 129.0938566 36.1645125, 129.0939651 36.1642288, 129.0940504 36.1639868, 129.0941155 36.1637224, 129.0940825 36.1634751, 129.0939904 36.1631214, 129.0939817 36.162967, 129.0940197 36.1628293, 129.0942025 36.1624654, 129.0943647 36.1622766, 129.0948373 36.1618141, 129.094893 36.1617857)",31,,yes,,,
6012442314,6012442756,0,"[637828896, 637828897, 637828898]",False,헌내1교,tertiary,7101.796000000003,"LINESTRING (129.0948471 36.1775247, 129.0942958 36.177661, 129.0936175 36.1777284, 129.0932921 36.1778144, 129.0931991 36.1778525, 129.0931062 36.1779221, 129.0928766 36.1783812, 129.0927096 36.1784317, 129.0917391 36.1786929, 129.0913269 36.1788487, 129.0902051 36.1793751, 129.0898451 36.1794467, 129.089099 36.1795984, 129.0888172 36.17975, 129.0881911 36.180327, 129.0879615 36.1804617, 129.0860831 36.1814767, 129.0853109 36.1817799, 129.0846013 36.1819442, 129.083683 36.1822727, 129.083276 36.182378, 129.0828429 36.1825928, 129.0823681 36.1826222, 129.0821855 36.1827149, 129.0819716 36.1828833, 129.0818255 36.1830729, 129.0815594 36.1831823, 129.0807089 36.1834392, 129.0799836 36.1837677, 129.0795714 36.1839404, 129.0793157 36.1841089, 129.0791905 36.1842689, 129.0790392 36.1846311, 129.0787418 36.1847406, 129.0783139 36.184989, 129.0781678 36.1850143, 129.0779904 36.1850059, 129.0775521 36.1848795, 129.0768477 36.1849511, 129.0765242 36.1849932, 129.0761694 36.1849343, 129.0760442 36.1849469, 129.0757311 36.1850648, 129.0755172 36.1853049, 129.0751572 36.1854649, 129.0748859 36.1855154, 129.0740354 36.185865, 129.0738475 36.1859492, 129.0736962 36.1859492, 129.0733258 36.1860755, 129.073044 36.1860755, 129.0725327 36.1859618, 129.0723031 36.1859618, 129.0719639 36.1858692, 129.0714891 36.185865, 129.0711239 36.1857218, 129.070743 36.1857007, 129.0702369 36.1855365, 129.0698351 36.1853049, 129.0694334 36.1849301, 129.069282 36.1848879, 129.0689898 36.184989, 129.0685985 36.1850859, 129.068322 36.1851827, 129.0679306 36.1852122, 129.0677272 36.1851154, 129.0675654 36.1846774, 129.0673254 36.183275, 129.0670802 36.182479, 129.066741 36.1821548, 129.066668 36.1818221, 129.0663862 36.1815441, 129.0657288 36.1811524, 129.0652435 36.1808155, 129.0648678 36.180327, 129.0645652 36.1800237, 129.0642991 36.1797037, 129.062259 36.1791182, 129.0616694 36.1785707, 129.0616015 36.1782464, 129.0616798 36.1779306, 129.0616172 36.1775515, 129.0614972 36.177501, 129.0610067 36.177602, 129.0605997 36.1775768, 129.0591231 36.1773704, 129.0582778 36.1770714, 129.0581787 36.1767134, 129.0583405 36.1763512, 129.058664 36.1760648, 129.0586066 36.1758331, 129.0579648 36.1751971, 129.0573961 36.1744811, 129.0571299 36.1741315, 129.0568586 36.1739799, 129.0561595 36.1736724, 129.055982 36.1734239, 129.0558725 36.1733018, 129.0553924 36.1729606, 129.0551107 36.1728553, 129.0548811 36.1726152, 129.0547454 36.1722404, 129.0546776 36.1720003, 129.0544533 36.1717181, 129.0544741 36.1714317, 129.054735 36.1706903, 129.0548341 36.1703112, 129.0547611 36.1701006, 129.0546046 36.1698269, 129.0544011 36.1695236, 129.0540358 36.1691782, 129.0539576 36.1689591, 129.0539628 36.168361, 129.053801 36.1683652, 129.0527418 36.1686348, 129.0520166 36.1687528, 129.0513957 36.1690097, 129.0509574 36.1692329, 129.0508113 36.1691445, 129.05042 36.1689086, 129.0496008 36.1688075, 129.048432 36.1686643, 129.0469867 36.1684747, 129.0467936 36.16834, 129.0464075 36.1680156, 129.0460371 36.1679145, 129.0452857 36.1677924, 129.0446074 36.1675396, 129.0442474 36.1672995, 129.0439448 36.1672321, 129.0433656 36.1671479, 129.0429429 36.1670552, 129.0423794 36.1670468, 129.0419933 36.1671016, 129.0414976 36.16719, 129.0412733 36.16719, 129.0407358 36.1669457, 129.0399114 36.1667351, 129.0394627 36.1665329, 129.0389044 36.1663728, 129.0382522 36.1661875, 129.0375583 36.1657915, 129.0372504 36.1657199, 129.0359147 36.1657831)",,,yes,,,
6012442756,6012442792,0,637828898,False,,tertiary,1710.5960000000002,"LINESTRING (129.0359147 36.1657831, 129.035492 36.1658631, 129.0348763 36.1658379, 129.0344381 36.1657873, 129.034198 36.1658505, 129.0338902 36.1660527, 129.0333058 36.1664781, 129.0324136 36.166992, 129.030963 36.1673922, 129.0301021 36.1675101, 129.0299456 36.1675691, 129.0295803 36.1675902, 129.0293716 36.1676618, 129.0291629 36.1678513, 129.028902 36.1681757, 129.0287612 36.1683652, 129.0283959 36.1683779, 129.0278637 36.1684326, 129.0267784 36.1682347, 129.0253227 36.1680198, 129.0250253 36.1680156, 129.0248948 36.1682389, 129.024587 36.1683779, 129.0244044 36.168757, 129.0245609 36.169115, 129.0238461 36.1693382, 129.0237052 36.1694478, 129.0236634 36.1697384, 129.0234704 36.1697595, 129.023173 36.1696794, 129.0227921 36.169591, 129.0224581 36.1694098, 129.022072 36.1692751, 129.0212111 36.1692245, 129.0209543 36.1693537, 129.0208511 36.1694056, 129.0205954 36.1694225, 129.0209085 36.1688538)",,,,,,
6012442756,6012442314,0,"[637828896, 637828897, 637828898]",False,헌내1교,tertiary,7101.796000000003,"LINESTRING (129.0359147 36.1657831, 129.0372504 36.1657199, 129.0375583 36.1657915, 129.0382522 36.1661875, 129.0389044 36.1663728, 129.0394627 36.1665329, 129.0399114 36.1667351, 129.0407358 36.1669457, 129.0412733 36.16719, 129.0414976 36.16719, 129.0419933 36.1671016, 129.0423794 36.1670468, 129.0429429 36.1670552, 129.0433656 36.1671479, 129.0439448 36.1672321, 129.0442474 36.1672995, 129.0446074 36.1675396, 129.0452857 36.1677924, 129.0460371 36.1679145, 129.0464075 36.1680156, 129.0467936 36.16834, 129.0469867 36.1684747, 129.048432 36.1686643, 129.0496008 36.1688075, 129.05042 36.1689086, 129.0508113 36.1691445, 129.0509574 36.1692329, 129.0513957 36.1690097, 129.0520166 36.1687528, 129.0527418 36.1686348, 129.053801 36.1683652, 129.0539628 36.168361, 129.0539576 36.1689591, 129.0540358 36.1691782, 129.0544011 36.1695236, 129.0546046 36.1698269, 129.0547611 36.1701006, 129.0548341 36.1703112, 129.054735 36.1706903, 129.0544741 36.1714317, 129.0544533 36.1717181, 129.0546776 36.1720003, 129.0547454 36.1722404, 129.0548811 36.1726152, 129.0551107 36.1728553, 129.0553924 36.1729606, 129.0558725 36.1733018, 129.055982 36.1734239, 129.0561595 36.1736724, 129.0568586 36.1739799, 129.0571299 36.1741315, 129.0573961 36.1744811, 129.0579648 36.1751971, 129.0586066 36.1758331, 129.058664 36.1760648, 129.0583405 36.1763512, 129.0581787 36.1767134, 129.0582778 36.1770714, 129.0591231 36.1773704, 129.0605997 36.1775768, 129.0610067 36.177602, 129.0614972 36.177501, 129.0616172 36.1775515, 129.0616798 36.1779306, 129.0616015 36.1782464, 129.0616694 36.1785707, 129.062259 36.1791182, 129.0642991 36.1797037, 129.0645652 36.1800237, 129.0648678 36.180327, 129.0652435 36.1808155, 129.0657288 36.1811524, 129.0663862 36.1815441, 129.066668 36.1818221, 129.066741 36.1821548, 129.0670802 36.182479, 129.0673254 36.183275, 129.0675654 36.1846774, 129.0677272 36.1851154, 129.0679306 36.1852122, 129.068322 36.1851827, 129.0685985 36.1850859, 129.0689898 36.184989, 129.069282 36.1848879, 129.0694334 36.1849301, 129.0698351 36.1853049, 129.0702369 36.1855365, 129.070743 36.1857007, 129.0711239 36.1857218, 129.0714891 36.185865, 129.0719639 36.1858692, 129.0723031 36.1859618, 129.0725327 36.1859618, 129.073044 36.1860755, 129.0733258 36.1860755, 129.0736962 36.1859492, 129.0738475 36.1859492, 129.0740354 36.185865, 129.0748859 36.1855154, 129.0751572 36.1854649, 129.0755172 36.1853049, 129.0757311 36.1850648, 129.0760442 36.1849469, 129.0761694 36.1849343, 129.0765242 36.1849932, 129.0768477 36.1849511, 129.0775521 36.1848795, 129.0779904 36.1850059, 129.0781678 36.1850143, 129.0783139 36.184989, 129.0787418 36.1847406, 129.0790392 36.1846311, 129.0791905 36.1842689, 129.0793157 36.1841089, 129.0795714 36.1839404, 129.0799836 36.1837677, 129.0807089 36.1834392, 129.0815594 36.1831823, 129.0818255 36.1830729, 129.0819716 36.1828833, 129.0821855 36.1827149, 129.0823681 36.1826222, 129.0828429 36.1825928, 129.083276 36.182378, 129.083683 36.1822727, 129.0846013 36.1819442, 129.0853109 36.1817799, 129.0860831 36.1814767, 129.0879615 36.1804617, 129.0881911 36.180327, 129.0888172 36.17975, 129.089099 36.1795984, 129.0898451 36.1794467, 129.0902051 36.1793751, 129.0913269 36.1788487, 129.0917391 36.1786929, 129.0927096 36.1784317, 129.0928766 36.1783812, 129.0931062 36.1779221, 129.0931991 36.1778525, 129.0932921 36.1778144, 129.0936175 36.1777284, 129.0942958 36.177661, 129.0948471 36.1775247)",,,yes,,,
6012442792,6012442756,0,637828898,False,,tertiary,1710.5960000000002,"LINESTRING (129.0209085 36.1688538, 129.0205954 36.1694225, 129.0208511 36.1694056, 129.0209543 36.1693537, 129.0212111 36.1692245, 129.022072 36.1692751, 129.0224581 36.1694098, 129.0227921 36.169591, 129.023173 36.1696794, 129.0234704 36.1697595, 129.0236634 36.1697384, 129.0237052 36.1694478, 129.0238461 36.1693382, 129.0245609 36.169115, 129.0244044 36.168757, 129.024587 36.1683779, 129.0248948 36.1682389, 129.0250253 36.1680156, 129.0253227 36.1680198, 129.0267784 36.1682347, 129.0278637 36.1684326, 129.0283959 36.1683779, 129.0287612 36.1683652, 129.028902 36.1681757, 129.0291629 36.1678513, 129.0293716 36.1676618, 129.0295803 36.1675902, 129.0299456 36.1675691, 129.0301021 36.1675101, 129.030963 36.1673922, 129.0324136 36.166992, 129.0333058 36.1664781, 129.0338902 36.1660527, 129.034198 36.1658505, 129.0344381 36.1657873, 129.0348763 36.1658379, 129.035492 36.1658631, 129.0359147 36.1657831)",,,,,,
6086993157,7796997005,0,648335960,False,,tertiary,537.681,"LINESTRING (129.4000634 36.0983111, 129.4026795 36.1026601)",,,,,,
6086993157,4634458461,0,648335960,False,,tertiary,856.7090000000001,"LINESTRING (129.4000634 36.0983111, 129.3999025 36.0980424, 129.3995806 36.0975482, 129.3992695 36.0970108, 129.3989584 36.0964906, 129.3985718 36.0959589, 129.3980434 36.0952791, 129.397864 36.0949648, 129.3975529 36.0943146, 129.3973893 36.0939006, 129.3972739 36.093517, 129.3971345 36.0930229, 129.3970518 36.092567, 129.397015 36.0921856, 129.3969996 36.0916798, 129.3969789 36.0911516)",,,,,,
6086993157,4729798901,0,835312787,False,,tertiary,382.277,"LINESTRING (129.4000634 36.0983111, 129.4005355 36.0981117, 129.4010827 36.0978603, 129.4015011 36.0976696, 129.4020268 36.0974442, 129.4025418 36.0972188, 129.403089 36.0969847, 129.4038311 36.096718)",,,,,,
6089139174,6089139182,0,648610227,False,,residential,172.44099999999997,"LINESTRING (129.3363747 36.0892645, 129.336268 36.0894584, 129.3361368 36.0897806, 129.3360804 36.0899189, 129.3360486 36.0900848, 129.3360344 36.0904337, 129.3360274 36.0905338, 129.335999 36.0905996, 129.3359318 36.0906596, 129.3358726 36.090731)",,,,,,
6089139174,5369269138,0,780228123,False,,residential,307.11600000000004,"LINESTRING (129.3363747 36.0892645, 129.336143 36.0892858, 129.3347219 36.0894985, 129.3345003 36.0896472, 129.3343373 36.0897282, 129.3341074 36.0898904, 129.333911 36.0901099, 129.3337647 36.090245, 129.3337563 36.0903902, 129.3337647 36.0905659)",,,,,,
6089139174,5369269124,0,"[780228123, 780228124]",False,,residential,132.16600000000003,"LINESTRING (129.3363747 36.0892645, 129.3366571 36.0892385, 129.3367783 36.0891743, 129.3368494 36.0891, 129.3368452 36.0888906, 129.3368535 36.0885933, 129.3369161 36.0883576)",,,yes,,,
6089139182,5424106624,0,562675277,False,초곡지구로139번길,residential,196.86999999999998,"LINESTRING (129.3358726 36.090731, 129.3359526 36.0907756, 129.3361382 36.090858, 129.3364823 36.0909532, 129.3365093 36.0910058, 129.3364956 36.0910583, 129.3363868 36.0910965, 129.3361747 36.0911003, 129.3358811 36.0910401, 129.3356797 36.0909138, 129.335293 36.0906669)",,,,,,
6089139182,5424106624,1,562675277,False,초곡지구로139번길,residential,68.968,"LINESTRING (129.3358726 36.090731, 129.3354941 36.0905198, 129.3353752 36.0905303, 129.335293 36.0906669)",,,,,,
6089139182,6089139174,0,648610227,False,,residential,172.44100000000003,"LINESTRING (129.3358726 36.090731, 129.3359318 36.0906596, 129.335999 36.0905996, 129.3360274 36.0905338, 129.3360344 36.0904337, 129.3360486 36.0900848, 129.3360804 36.0899189, 129.3361368 36.0897806, 129.336268 36.0894584, 129.3363747 36.0892645)",,,,,,
6089157346,414896889,0,648612954,False,,residential,403.503,"LINESTRING (129.2221727 36.0666474, 129.2215179 36.0670471, 129.2209901 36.0673495, 129.2204757 36.0675331, 129.2197475 36.0676735, 129.2191328 36.0678248, 129.218109 36.0680714)",,,,,,
6089157352,414896890,0,648612953,False,기계로,tertiary,53.199,"LINESTRING (129.2168293 36.0683852, 129.2173949 36.0682442)",,,,,,
6089157352,4717704330,0,648612953,False,기계로,tertiary,478.422,"LINESTRING (129.2168293 36.0683852, 129.2164555 36.0684692, 129.2141381 36.0690147, 129.2117111 36.0695667)",,,,,,
6089157352,5313961157,0,648612955,False,,residential,602.06,"LINESTRING (129.2168293 36.0683852, 129.2161931 36.068327, 129.2146744 36.0681756, 129.2139801 36.0681335, 129.2137888 36.068115, 129.2132868 36.0680732, 129.2111396 36.0678898, 129.210761 36.0679262, 129.2105537 36.0679811, 129.2104302 36.068088, 129.2102843 36.0681924)",,,,,,
6089157363,6089157367,0,648612956,False,,residential,67.66499999999999,"LINESTRING (129.2178425 36.0673419, 129.217878 36.0674483, 129.2179894 36.0677553, 129.2180539 36.0679259)",,,,,,
6089157363,436561808,0,648612957,True,,residential,242.644,"LINESTRING (129.2178425 36.0673419, 129.2185868 36.0672969, 129.2190729 36.0672519, 129.2196603 36.0671618, 129.2205026 36.066999)",,,,,,
6089157367,414896889,0,648612956,False,,residential,16.92,"LINESTRING (129.2180539 36.0679259, 129.218109 36.0680714)",,,,,,
6089157367,6089157363,0,648612956,False,,residential,67.665,"LINESTRING (129.2180539 36.0679259, 129.2179894 36.0677553, 129.217878 36.0674483, 129.2178425 36.0673419)",,,,,,
6089157370,4717704001,0,550163689,False,,residential,11.846,"LINESTRING (129.2100069 36.0673938, 129.21006 36.0674913)",,,,,,
6089157370,5313961319,0,"[550163689, 550163690]",False,성학교,residential,532.3770000000001,"LINESTRING (129.2100069 36.0673938, 129.2098991 36.0671958, 129.2092446 36.0659897, 129.2092121 36.0657827, 129.2092527 36.0655264, 129.2092731 36.0653358, 129.2093462 36.0649085, 129.2093991 36.0644945, 129.2094027 36.0640599, 129.2094032 36.0639949, 129.2093869 36.0627461)",,,yes,,,
6089157370,414896890,0,"[648612960, 648612959]",False,,residential,762.6190000000001,"LINESTRING (129.2100069 36.0673938, 129.210845 36.0674729, 129.2112406 36.0675625, 129.2115842 36.0676038, 129.2124906 36.0677266, 129.2131539 36.0678003, 129.2136045 36.0678494, 129.2137009 36.0678471, 129.214126 36.0678371, 129.2147032 36.0677798, 129.2170678 36.0672437, 129.217159 36.0675261, 129.2172856 36.0679313, 129.2173949 36.0682442)",,,,,,
6089157382,4717704346,0,648612953,False,기계로,tertiary,817.1880000000001,"LINESTRING (129.1957839 36.0762533, 129.1962704 36.0759843, 129.19662 36.0758397, 129.1971242 36.0756491, 129.1975429 36.0755111, 129.1979454 36.0754093, 129.1986121 36.075291, 129.1987869 36.0752581, 129.1989821 36.0751825, 129.199161 36.0750642, 129.1995756 36.0747357, 129.2006936 36.0738452, 129.2011896 36.0734377, 129.2014092 36.0732406, 129.2016775 36.0729185, 129.2022019 36.0722778, 129.2024418 36.0719689, 129.2026207 36.0717717)",,,,,,
6089157382,6089157383,0,648612953,False,기계로,tertiary,690.7479999999999,"LINESTRING (129.1957839 36.0762533, 129.1953313 36.0765035, 129.1941604 36.0771541, 129.193762 36.0774268, 129.1922619 36.0784059, 129.1899811 36.0799272, 129.1897405 36.0800844)",,,,,,
6089157382,4717704428,0,648612961,False,,residential,270.11,"LINESTRING (129.1957839 36.0762533, 129.1942283 36.0753472, 129.193367 36.0748099)",,,,,,
6089157383,6089157382,0,648612953,False,기계로,tertiary,690.7479999999999,"LINESTRING (129.1897405 36.0800844, 129.1899811 36.0799272, 129.1922619 36.0784059, 129.193762 36.0774268, 129.1941604 36.0771541, 129.1953313 36.0765035, 129.1957839 36.0762533)",,,,,,
6089157383,6089165388,0,648612953,False,기계로,tertiary,1084.497,"LINESTRING (129.1897405 36.0800844, 129.188668 36.0807848, 129.1871312 36.0818231, 129.1848342 36.0832884, 129.1845171 36.0835118, 129.1842 36.0837944, 129.1840008 36.0839751, 129.183639 36.0843004, 129.1834235 36.0844778, 129.1831389 36.0847078, 129.1828544 36.084941, 129.1823868 36.0851743, 129.1813257 36.0856573, 129.1810981 36.0857493, 129.180907 36.0857887, 129.1807241 36.085792, 129.1805574 36.085792, 129.1803541 36.0857624, 129.1802191 36.0857498)",,,,,,
6089157383,4717704037,0,648612962,False,,residential,193.79000000000002,"LINESTRING (129.1897405 36.0800844, 129.1900409 36.0795582, 129.1902096 36.0790041, 129.1902236 36.078707, 129.1902733 36.0784144)",,,,,,
6089165388,6089157383,0,648612953,False,기계로,tertiary,1084.497,"LINESTRING (129.1802191 36.0857498, 129.1803541 36.0857624, 129.1805574 36.085792, 129.1807241 36.085792, 129.180907 36.0857887, 129.1810981 36.0857493, 129.1813257 36.0856573, 129.1823868 36.0851743, 129.1828544 36.084941, 129.1831389 36.0847078, 129.1834235 36.0844778, 129.183639 36.0843004, 129.1840008 36.0839751, 129.1842 36.0837944, 129.1845171 36.0835118, 129.1848342 36.0832884, 129.1871312 36.0818231, 129.188668 36.0807848, 129.1897405 36.0800844)",,,,,,
6089165388,4717704296,0,648612953,False,기계로,tertiary,2103.305,"LINESTRING (129.1802191 36.0857498, 129.1790206 36.0856376, 129.178732 36.0856244, 129.1784433 36.085631, 129.1781506 36.0856638, 129.1777197 36.0857558, 129.1772887 36.0858643, 129.1767277 36.0860154, 129.1765366 36.0860778, 129.1763293 36.0861764, 129.1757926 36.0865575, 129.175569 36.0868893, 129.1752438 36.0873164, 129.1751056 36.0874215, 129.1749226 36.0875135, 129.1746828 36.087599, 129.1721297 36.0884597, 129.1713816 36.0887193, 129.1711309 36.0887965, 129.1709873 36.0888408, 129.1708368 36.0888802, 129.170597 36.0888934, 129.1684016 36.0887554, 129.167865 36.0887258, 129.1676617 36.0887258, 129.1674381 36.0887423, 129.167182 36.0888047, 129.1668893 36.0888835, 129.1663852 36.0889952, 129.1662144 36.0890215, 129.1637101 36.0890576, 129.1635231 36.0890774, 129.1632182 36.0891299, 129.1589088 36.0898133, 129.1582361 36.0899137)",,,,,,
6089165388,6089165393,0,648612963,False,,residential,153.449,"LINESTRING (129.1802191 36.0857498, 129.1802231 36.085553, 129.1801522 36.0852625, 129.1799041 36.0848696, 129.1797623 36.0845996, 129.1796755 36.084464)",,,,,,
6089165393,4717704296,0,648612951,False,새마을로,primary,2065.8959999999997,"LINESTRING (129.1796755 36.084464, 129.1787629 36.0849386, 129.1777932 36.0854766, 129.1773573 36.0856624, 129.1770239 36.0857807, 129.1766621 36.0859154, 129.1759222 36.0861618, 129.1748489 36.0864476, 129.1742025 36.0866053, 129.1727775 36.0869445, 129.1713335 36.0872614, 129.1709242 36.0873877, 129.1704034 36.0874823, 129.1697906 36.0876021, 129.1682139 36.0877902, 129.1672434 36.0878608, 129.1661934 36.0878715, 129.1650633 36.0879199, 129.1636047 36.0879653, 129.1625325 36.0880197, 129.1622907 36.088041, 129.1620305 36.0880838, 129.1617093 36.0881462, 129.1615182 36.0881987, 129.1613576 36.0882283, 129.1611442 36.0882851, 129.160892 36.0883583, 129.1606523 36.0884461, 129.1604236 36.0885406, 129.1602793 36.0886022, 129.1600255 36.0887197, 129.159798 36.088842, 129.1587652 36.0894883, 129.1584732 36.0897232, 129.1582361 36.0899137)",31,,,,,
6089165393,4717704037,0,648612951,False,새마을로,primary,1166.9300000000003,"LINESTRING (129.1796755 36.084464, 129.1801177 36.0841895, 129.1807896 36.0838698, 129.1810578 36.083709, 129.181998 36.0832203, 129.1823294 36.083034, 129.1827562 36.0827974, 129.1842207 36.0820167, 129.1845734 36.08179, 129.184994 36.0815306, 129.1879926 36.0797549, 129.1897245 36.0787889, 129.1899562 36.0786378, 129.1901513 36.0785129, 129.1902733 36.0784144)",31,,,,,
6089165393,6089165388,0,648612963,False,,residential,153.449,"LINESTRING (129.1796755 36.084464, 129.1797623 36.0845996, 129.1799041 36.0848696, 129.1801522 36.0852625, 129.1802231 36.085553, 129.1802191 36.0857498)",,,,,,
6125101955,4740327356,0,481089205,True,삼호로,secondary,3.834,"LINESTRING (129.3785023 36.0592298, 129.3785202 36.0592611)",20,,,,,
6125101956,436911721,0,653584096,True,,secondary,14.268,"LINESTRING (129.3785396 36.059297, 129.3783851 36.0593264)",,,,,,
6125101956,4740549432,0,653567188,True,삼호로,secondary,198.40700000000004,"LINESTRING (129.3785396 36.059297, 129.3788213 36.0598173, 129.3789792 36.0600684, 129.3791675 36.060385, 129.3793227 36.0605918, 129.3794029 36.0606918, 129.3795569 36.060876)",20,,,,,
6132177440,5713783287,0,601093227,False,성곡서로,residential,12.009,"LINESTRING (129.3426914 36.0823806, 129.3425578 36.0823782)",,,,,,
6132177440,4744437167,0,"[700410254, 481520910]",True,"['동해대로', '소티재로']",primary,637.289,"LINESTRING (129.3426914 36.0823806, 129.3426782 36.0825502, 129.3426426 36.0828445, 129.3424879 36.083541, 129.3423141 36.0840722, 129.3420118 36.0847313, 129.3415727 36.0855254, 129.3411891 36.086141, 129.3409783 36.0866145, 129.3408297 36.0870393, 129.3407631 36.087377, 129.340728 36.0875785, 129.3407066 36.0877279, 129.3407145 36.0878338)",7,4,,,60,
6132177451,5713783316,0,654416615,False,,residential,66.08,"LINESTRING (129.339627 36.0812191, 129.3388919 36.0812336)",,,,,,
6132177451,5713783452,0,601093230,False,,tertiary,133.965,"LINESTRING (129.339627 36.0812191, 129.3396276 36.0812508, 129.3396369 36.0814999, 129.3396416 36.0817943, 129.3396182 36.082032, 129.3396394 36.0824226)",,,,,,
6132177451,6198975546,0,601093230,False,,tertiary,134.59499999999997,"LINESTRING (129.339627 36.0812191, 129.3396229 36.0809866, 129.3396136 36.0807865, 129.3396136 36.0805903, 129.3395809 36.0804657, 129.3395545 36.0804083, 129.3395202 36.0803336, 129.3394641 36.0802204, 129.3393941 36.0801298, 129.3393202 36.0800701)",,,,,,
6132177455,6132177467,0,654416618,False,,residential,28.271,"LINESTRING (129.3423007 36.081036, 129.3425928 36.0811304)",,,,,,
6132177455,6132177456,0,"[654416616, 601093247]",False,,residential,127.501,"LINESTRING (129.3423007 36.081036, 129.3423077 36.0813135, 129.3423042 36.0816024, 129.3423042 36.0817139, 129.3422652 36.0817541, 129.3417485 36.0817522)",,,,,,
6132177455,6132177457,0,654416618,False,,residential,54.228,"LINESTRING (129.3423007 36.081036, 129.3422334 36.0810074, 129.3421692 36.0809949, 129.3421308 36.0809874, 129.341968 36.0810046, 129.3418512 36.0810418, 129.3417273 36.0810789)",,,,,,
6132177456,5713783482,0,601093247,False,,residential,38.418,"LINESTRING (129.3417485 36.0817522, 129.341321 36.0817506)",,,,,,
6132177456,6132177457,0,654416617,False,,residential,74.892,"LINESTRING (129.3417485 36.0817522, 129.3417273 36.0810789)",,,,,,
6132177456,6132177455,0,"[654416616, 601093247]",False,,residential,127.501,"LINESTRING (129.3417485 36.0817522, 129.3422652 36.0817541, 129.3423042 36.0817139, 129.3423042 36.0816024, 129.3423077 36.0813135, 129.3423007 36.081036)",,,,,,
6132177457,6132177456,0,654416617,False,,residential,74.892,"LINESTRING (129.3417273 36.0810789, 129.3417485 36.0817522)",,,,,,
6132177457,6132177455,0,654416618,False,,residential,54.227999999999994,"LINESTRING (129.3417273 36.0810789, 129.3418512 36.0810418, 129.341968 36.0810046, 129.3421308 36.0809874, 129.3421692 36.0809949, 129.3422334 36.0810074, 129.3423007 36.081036)",,,,,,
