u,v,key,osmid,oneway,name,highway,length,geometry,ref,lanes,bridge,tunnel,maxspeed,access
368834057,4736691981,0,160438767,True,포스코대로,primary,63.604,"LINESTRING (129.3553423 36.0204837, 129.3557486 36.0202667, 129.3559327 36.0201688)",,,,,,
368834057,4057920720,0,403444619,True,,secondary_link,78.44200000000001,"LINESTRING (129.3553423 36.0204837, 129.3554681 36.0203135, 129.3555378 36.0201508, 129.355578 36.0200315, 129.3556323 36.0198248)",,,,,,
414668049,4740468295,0,209141420,False,용당로,secondary,14.422,"LINESTRING (129.3615365 36.0356879, 129.3614492 36.0355791)",20,,,,,
414668049,4701487691,0,209141420,False,용당로,secondary,172.722,"LINESTRING (129.3615365 36.0356879, 129.3622099 36.0369939, 129.3622757 36.0371216)",20,,,,,
414668049,4738817576,0,"[468785620, 532143820]",True,,secondary,177.166,"LINESTRING (129.3615365 36.0356879, 129.3610726 36.0359269, 129.360953 36.0359668, 129.3607481 36.0360353, 129.359743 36.0363301)",,,,,,
414668430,4740213791,0,481077839,True,서동로,secondary,63.228,"LINESTRING (129.3667042 36.0406756, 129.3673868 36.0405389)",,,,,,
414668430,4740213795,0,480728008,True,중앙로,primary,44.429,"LINESTRING (129.3667042 36.0406756, 129.3665336 36.0405666, 129.3664904 36.0403456)",,4,,,,
414668430,4740288289,0,481085788,True,중앙로,primary,262.928,"LINESTRING (129.3667042 36.0406756, 129.3665108 36.0409106, 129.3664638 36.0410041, 129.3664269 36.0411295, 129.3663561 36.0413059, 129.3662112 36.0417003, 129.366042 36.0422591, 129.3659608 36.042462, 129.3657773 36.0429048)",,4,,,,
414668430,4740526327,0,481108541,True,삼호로,secondary,241.142,"LINESTRING (129.3667042 36.0406756, 129.3669375 36.0410669, 129.3671812 36.0417012, 129.3675923 36.0427183)",20,,,,,
414668430,436913264,0,532143816,True,서동로,secondary,231.48999999999998,"LINESTRING (129.3667042 36.0406756, 129.3663903 36.0407504, 129.3657142 36.0408742, 129.3650759 36.0409548, 129.3642776 36.0410683, 129.3641813 36.041081)",,,,,,
414668434,436561631,0,469125599,True,새천년대로,primary,15.993,"LINESTRING (129.3603745 36.0526748, 129.360305 36.0525424)",,4,,,,
414668434,4740288303,0,481084811,True,소티재로,primary,52.357,"LINESTRING (129.3603745 36.0526748, 129.3600756 36.0528673, 129.3599252 36.0529742)",7,,,,,
414668439,4740525278,0,143914402,False,환호로,secondary,30.205,"LINESTRING (129.3935811 36.0690489, 129.3933651 36.069257)",,,,,,
414668439,4740326713,0,470608392,False,,residential,13.72,"LINESTRING (129.3935811 36.0690489, 129.3936773 36.0689531)",,,,,,
414668439,4740525273,0,471346576,True,삼호로,secondary,34.13,"LINESTRING (129.3935811 36.0690489, 129.3932144 36.0689692)",20,,,,,
414896889,6089157367,0,648612956,False,,residential,16.92,"LINESTRING (129.218109 36.0680714, 129.2180539 36.0679259)",,,,,,
414896889,6089157346,0,648612954,False,,residential,403.50300000000004,"LINESTRING (129.218109 36.0680714, 129.2191328 36.0678248, 129.2197475 36.0676735, 129.2204757 36.0675331, 129.2209901 36.0673495, 129.2215179 36.0670471, 129.2221727 36.0666474)",,,,,,
414896889,414896890,0,"[648612953, 648612954, 653676413]",False,"['내단1교', '기계로']","['tertiary', 'residential']",66.99799999999999,"LINESTRING (129.218109 36.0680714, 129.2180479 36.0680862, 129.2174588 36.0682287, 129.2173949 36.0682442)",,,yes,,,
414896890,6089157352,0,648612953,False,기계로,tertiary,53.199,"LINESTRING (129.2173949 36.0682442, 129.2168293 36.0683852)",,,,,,
414896890,414896889,0,"[648612953, 648612954, 653676413]",False,"['기계로', '내단1교']","['tertiary', 'residential']",66.998,"LINESTRING (129.2173949 36.0682442, 129.2174588 36.0682287, 129.2180479 36.0680862, 129.218109 36.0680714)",,,yes,,,
414896890,6089157370,0,"[648612960, 648612959]",False,,residential,762.619,"LINESTRING (129.2173949 36.0682442, 129.2172856 36.0679313, 129.217159 36.0675261, 129.2170678 36.0672437, 129.2147032 36.0677798, 129.214126 36.0678371, 129.2137009 36.0678471, 129.2136045 36.0678494, 129.2131539 36.0678003, 129.2124906 36.0677266, 129.2115842 36.0676038, 129.2112406 36.0675625, 129.210845 36.0674729, 129.2100069 36.0673938)",,,,,,
414897202,4717682412,0,"[700410252, 663149669]",True,소티재로,primary,53.338,"LINESTRING (129.342684 36.0785215, 129.3427469 36.0782917, 129.3427688 36.0781928, 129.3428137 36.0780536)",7,,yes,,,
414897202,6577522105,0,700410253,True,,residential,26.512,"LINESTRING (129.342684 36.0785215, 129.3427558 36.0786369, 129.3428026 36.0787394)",,,,,,
414898227,4635239446,0,469125582,False,,residential,32.191,"LINESTRING (129.37811 36.0700591, 129.3783375 36.0698355)",,,,,,
414898227,4635239455,0,469125582,False,,residential,64.482,"LINESTRING (129.37811 36.0700591, 129.3779238 36.070217, 129.3776251 36.0704864)",,,,,,
414898227,4635085497,0,470608434,False,,residential,125.93199999999999,"LINESTRING (129.37811 36.0700591, 129.3782026 36.0701289, 129.3783408 36.0702208, 129.3784909 36.0702808, 129.3787361 36.070347, 129.3790581 36.070368, 129.3794045 36.07036)",,,,,,
414898256,4740326713,0,470608392,False,,residential,69.663,"LINESTRING (129.3938919 36.0683511, 129.3936773 36.0689531)",,,,,,
414898256,4756571389,0,395699104,False,환호공원길,residential,379.496,"LINESTRING (129.3938919 36.0683511, 129.3938122 36.0683272, 129.3935686 36.0682444, 129.3929913 36.0681421, 129.3922399 36.0678367, 129.3921727 36.0678161, 129.3914137 36.0678391, 129.3913502 36.0678288, 129.3907452 36.0676115, 129.3904674 36.0675283, 129.389881 36.0675288)",,,,,,
414898256,3985387283,0,395699104,False,환호공원길,residential,126.726,"LINESTRING (129.3938919 36.0683511, 129.3940443 36.0683686, 129.3944539 36.0682501, 129.3947504 36.0681882, 129.3950345 36.0682433, 129.3951491 36.0682768, 129.3952438 36.0683045)",,,,,,
414898268,1831662611,0,172242508,False,두호로,secondary,11.654,"LINESTRING (129.370737 36.0614451, 129.3706205 36.0614911)",,,,,,
414898268,7176667149,0,172242508,False,두호로,secondary,217.626,"LINESTRING (129.370737 36.0614451, 129.371483 36.0611112, 129.3721377 36.0608383, 129.3726282 36.0606663, 129.3729107 36.060592)",,,,,,
414898268,4738684391,0,648335958,True,새천년대로,primary,365.956,"LINESTRING (129.370737 36.0614451, 129.3708664 36.0621148, 129.370908 36.0622887, 129.3709607 36.0625091, 129.3713741 36.0642384, 129.3713899 36.0643043, 129.3714914 36.0646787)",,4,,,,
414898314,4740205174,0,361486768,False,해동로,secondary,8.693,"LINESTRING (129.3700529 36.0403053, 129.3700434 36.0402275)",,,,,,
414898314,4632583675,0,361486768,False,해동로,secondary,237.941,"LINESTRING (129.3700529 36.0403053, 129.3702126 36.041536, 129.3702208 36.0415799, 129.3704103 36.0424241)",,,,,,
414898314,4632583674,0,532143816,True,서동로,secondary,100.942,"LINESTRING (129.3700529 36.0403053, 129.3698538 36.0403317, 129.3696812 36.0403647, 129.3694077 36.0403937, 129.3690341 36.0404333, 129.3689445 36.0404457)",,,,,,
414898548,1724846521,0,361486764,False,죽파로,secondary,26.992,"LINESTRING (129.3616947 36.0274183, 129.3619429 36.0272818)",,,,,,
414898548,4636677867,0,361486764,False,죽파로,secondary,87.105,"LINESTRING (129.3616947 36.0274183, 129.3608866 36.0278502)",,,,,,
414898548,4677788839,0,136186982,False,중흥로,secondary,84.44200000000001,"LINESTRING (129.3616947 36.0274183, 129.3612392 36.0268406, 129.3611885 36.0267787)",,,,,,
414898548,6284023512,0,136186982,False,중흥로,secondary,226.41,"LINESTRING (129.3616947 36.0274183, 129.3619645 36.0277309, 129.3626339 36.0285412, 129.3630911 36.0291124)",,,,,,
414898551,414898552,0,136186982,False,중흥로,secondary,117.321,"LINESTRING (129.3579421 36.0226584, 129.3572635 36.0217573)",,,,,,
414898551,4057921189,0,136186982,False,중흥로,secondary,117.997,"LINESTRING (129.3579421 36.0226584, 129.3586246 36.0235647)",,,,,,
414898551,6282828790,0,403444640,False,중흥로213번길,residential,84.663,"LINESTRING (129.3579421 36.0226584, 129.3571479 36.0230672)",,,,,,
414898551,4057921192,0,895806738,False,중흥로214번길,residential,78.327,"LINESTRING (129.3579421 36.0226584, 129.3586668 36.0222677)",,,,,,
414898552,4057921171,0,136186982,False,중흥로,secondary,117.126,"LINESTRING (129.3572635 36.0217573, 129.3565214 36.0208917)",,,,,,
414898552,414898551,0,136186982,False,중흥로,secondary,117.321,"LINESTRING (129.3572635 36.0217573, 129.3579421 36.0226584)",,,,,,
414898552,6282828789,0,160438745,False,양학천로,secondary,88.465,"LINESTRING (129.3572635 36.0217573, 129.3564407 36.0221933)",,,,,,
414898552,4057921193,0,160438745,False,양학천로,secondary,78.581,"LINESTRING (129.3572635 36.0217573, 129.3579975 36.0213739)",,,,,,
414898553,4057921200,0,160438745,False,양학천로,secondary,48.945,"LINESTRING (129.3597391 36.0204839, 129.3592773 36.0207168)",,,,,,
414898553,4057921195,0,160438745,False,양학천로,secondary,56.947,"LINESTRING (129.3597391 36.0204839, 129.3600721 36.0209195)",,,,,,
414898553,4300736020,0,361486766,False,,secondary,9.108,"LINESTRING (129.3597391 36.0204839, 129.3596855 36.0204144)",,,,,,
414898554,4057920718,0,403444617,False,중흥로,secondary,47.291,"LINESTRING (129.3560331 36.0202915, 129.3563158 36.0206501)",,,,,,
414898554,4057920719,0,403444620,True,포스코대로,primary,68.154,"LINESTRING (129.3560331 36.0202915, 129.3558865 36.0203728, 129.3554177 36.0206491)",,,,,,
414898554,4736691981,0,403444621,False,중흥로,secondary,16.361,"LINESTRING (129.3560331 36.0202915, 129.3559927 36.0202422, 129.3559327 36.0201688)",,,,,,
414898563,1724846460,0,403444614,False,중흥로,secondary,80.601,"LINESTRING (129.3530168 36.016472, 129.3525247 36.0158662)",,,,,,
414898563,4057920710,0,403444614,False,중흥로,secondary,77.772,"LINESTRING (129.3530168 36.016472, 129.3534753 36.017065)",,,,,,
414898563,4677789409,0,160438172,False,상대로,secondary,78.574,"LINESTRING (129.3530168 36.016472, 129.352906 36.0165293, 129.3522808 36.0168527)",,,,,,
414898563,4057920709,0,160438172,False,상대로,secondary,82.352,"LINESTRING (129.3530168 36.016472, 129.3531044 36.0164265, 129.3537874 36.016072)",,,,,,
414898564,4677789393,0,160438172,False,상대로,secondary,68.763,"LINESTRING (129.3507362 36.0176516, 129.3501002 36.0179948)",,,,,,
414898564,4677789392,0,160438172,False,상대로,secondary,81.733,"LINESTRING (129.3507362 36.0176516, 129.3515018 36.0172556)",,,,,,
414898567,1724846442,0,403444614,False,중흥로,secondary,124.813,"LINESTRING (129.3511612 36.0141433, 129.3518948 36.0150961)",,,,,,
414898567,4677789412,0,705960965,False,중흥로101번길,residential,79.317,"LINESTRING (129.3511612 36.0141433, 129.3510755 36.0141899, 129.3504292 36.0145411)",,,,,,
414898929,4629512033,0,239326160,False,대이로,tertiary,148.772,"LINESTRING (129.3390403 36.030566, 129.3389038 36.0308122, 129.3384433 36.0318133)",,,,,,
414898929,4629512012,0,468417086,False,대이로176번길,residential,173.25400000000002,"LINESTRING (129.3390403 36.030566, 129.3398619 36.0306081, 129.340964 36.0306518)",,,,,,
414899000,2193764999,0,209141421,False,,residential,122.343,"LINESTRING (129.3514706 36.0262411, 129.3502144 36.0266635)",,,,,,
414899000,2193764961,0,209141414,False,새천년대로631번길,residential,394.3419999999999,"LINESTRING (129.3514706 36.0262411, 129.3522047 36.0269018, 129.3525877 36.0272235, 129.3528023 36.0274578, 129.3535753 36.0282893, 129.3536863 36.0284144, 129.3538153 36.0285861, 129.3541486 36.0290364)",,,,,,
414899000,2193764891,0,209141421,False,,residential,73.78299999999999,"LINESTRING (129.3514706 36.0262411, 129.3518686 36.0260964, 129.3522189 36.025969)",,,,,,
414899029,4632170914,0,468744236,False,남미질로21번길,residential,93.161,"LINESTRING (129.345597 36.1051265, 129.3455167 36.1059618)",,,,,,
414899029,4632170863,0,468744282,False,남미질로,tertiary,113.295,"LINESTRING (129.345597 36.1051265, 129.3468412 36.1052927)",,,,,,
414899029,4632170901,0,468744282,False,남미질로,tertiary,89.026,"LINESTRING (129.345597 36.1051265, 129.3446204 36.1049907)",,,,,,
414899035,5534604181,0,577291046,False,,residential,125.159,"LINESTRING (129.37072 36.20862, 129.370457 36.2087305, 129.3700749 36.2088648, 129.3698346 36.2090189, 129.3695696 36.2092327)",,,,,,
414899035,5534604190,0,620611125,False,해안로,residential,233.226,"LINESTRING (129.37072 36.20862, 129.3716524 36.2081985, 129.3723734 36.2079847, 129.3725952 36.2079847, 129.3727986 36.208109, 129.3729403 36.2081737, 129.3730574 36.2082035)",,,,,,
414899035,436912338,0,"[577291048, 577291045, 656119197]",False,"['해안로', '월포교']",residential,630.3589999999999,"LINESTRING (129.37072 36.20862, 129.3706575 36.2085984, 129.3701955 36.2084386, 129.3701387 36.2083946, 129.3700658 36.2082242, 129.3699702 36.2079698, 129.3698408 36.207582, 129.3696929 36.2073036, 129.3695142 36.2069854, 129.3694649 36.2066373, 129.3693478 36.2061202, 129.3690828 36.2057672, 129.3687377 36.2053296, 129.3684458 36.2047962, 129.3682287 36.203554)",,,yes,,,
436290261,436291004,0,52640118,True,,motorway_link,275.492,"LINESTRING (129.218719 36.0712437, 129.21914 36.0709, 129.21939 36.07065, 129.21958 36.07039, 129.21966 36.07024, 129.2198 36.06991, 129.2199 36.06959, 129.22001 36.06927, 129.22007 36.06908)",,,,,,
436290261,436292764,0,"[52640124, 52640117, 52640126]",True,새만금포항고속도로,motorway,323.142,"LINESTRING (129.218719 36.0712437, 129.2195487 36.0708862, 129.2203251 36.0705346, 129.22186 36.06983)",20,,yes,,,
436290468,668469655,0,531977931,True,새마을로,primary,209.51000000000002,"LINESTRING (129.31076 36.04384, 129.3113556 36.0439851, 129.311941 36.0441528, 129.3124899 36.0442974, 129.3129289 36.0444223, 129.3129706 36.0444348)",31,,,,,
436291004,7731907572,0,37376232,True,,motorway_link,643.978,"LINESTRING (129.22007 36.06908, 129.22013 36.06895, 129.2203 36.06865, 129.22041 36.06852, 129.2207 36.06831, 129.22106 36.06816, 129.2214 36.06803, 129.22172 36.06794, 129.222 36.06785, 129.22222 36.06779, 129.22239 36.06775, 129.2226622 36.0676731, 129.2228641 36.0676364, 129.22314 36.06758, 129.22337 36.06753, 129.22355 36.06749, 129.22372 36.06745, 129.22392 36.0674, 129.2241 36.06734, 129.2243 36.06728, 129.22447 36.06719, 129.22456 36.06713, 129.22471 36.067, 129.22479 36.06682, 129.22483 36.06663, 129.22482 36.06644, 129.2247725 36.0662566, 129.22471 36.06605, 129.22462 36.06586, 129.2245686 36.0657254)",,,,,,
436291024,436291004,0,37376232,True,,motorway_link,574.115,"LINESTRING (129.2189439 36.0713054, 129.2186373 36.0715706, 129.2185218 36.0717582, 129.2185344 36.0719752, 129.2185429 36.0721209, 129.2186274 36.0722735, 129.21878 36.07238, 129.219 36.07243, 129.21922 36.07241, 129.21948 36.0723, 129.21958 36.07221, 129.21972 36.07197, 129.21981 36.0717, 129.21986 36.07138, 129.2199 36.07088, 129.2199 36.07054, 129.21992 36.07039, 129.21998 36.06966, 129.22007 36.06908)",,,,,,
436291024,436291036,0,"[52640112, 52640122, 52640123]",True,새만금포항고속도로,motorway,254.07999999999998,"LINESTRING (129.2189439 36.0713054, 129.2187369 36.071382, 129.2172355 36.0720587, 129.21647 36.07241)",20,,yes,,,
436292729,7731907575,0,657608340,True,,motorway_link,42.602,"LINESTRING (129.2245462 36.065466, 129.224128 36.0656463)",,,,,,
436292729,7731907567,0,828216881,False,,motorway_link,64.055,"LINESTRING (129.2245462 36.065466, 129.2243466 36.064913)",,,yes,,,
436292729,436292731,0,657608345,True,,motorway_link,38.995999999999995,"LINESTRING (129.2245462 36.065466, 129.2246566 36.0656559, 129.22471 36.06579)",,,,,,
436292731,436292757,0,657608345,True,,motorway_link,641.805,"LINESTRING (129.22471 36.06579, 129.2247903 36.0660133, 129.2248625 36.0662, 129.2249403 36.0664334, 129.2249789 36.0666386, 129.22492 36.06687, 129.2248541 36.0670026, 129.22473 36.06717, 129.22451 36.06734, 129.22424 36.06747, 129.22395 36.06758, 129.22366 36.06769, 129.22337 36.06777, 129.22312 36.06784, 129.22286 36.0679, 129.22267 36.06794, 129.22209 36.06809, 129.22178 36.06814, 129.22155 36.06818, 129.22131 36.06824, 129.22106 36.06831, 129.22082 36.06839, 129.22061 36.06852, 129.22041 36.06869, 129.22033 36.06878, 129.22023 36.069, 129.22019 36.0691)",,,,,,
436292757,436291036,0,"[52640120, 37376265, 52640119]",True,,motorway_link,655.9219999999999,"LINESTRING (129.22019 36.0691, 129.22015 36.06942, 129.21997 36.0712, 129.2199 36.07174, 129.21975 36.07206, 129.21966 36.07219, 129.21943 36.07241, 129.21911 36.07251, 129.21893 36.07254, 129.2187221 36.0725116, 129.21806 36.07236, 129.21766 36.07228, 129.2173103 36.0722553, 129.21707 36.07228, 129.21669 36.07234, 129.21647 36.07241)",,,yes,,,
436292757,436292764,0,657608345,True,,motorway_link,207.40099999999998,"LINESTRING (129.22019 36.0691, 129.22024 36.06942, 129.22038 36.06964, 129.22061 36.06981, 129.22076 36.06987, 129.22109 36.06994, 129.22164 36.06987, 129.22186 36.06983)",,,,,,
436522172,4738642421,0,37395286,True,동해대로,trunk_link,162.118,"LINESTRING (129.3419921 36.0878748, 129.3420412 36.0881292, 129.3419127 36.088595, 129.3418523 36.0887176, 129.3417562 36.088935, 129.341679 36.08929)",28,,,,,
436522172,436522181,0,"[481638189, 481638190, 481507509]",False,동해대로,trunk,339.505,"LINESTRING (129.3419921 36.0878748, 129.3419422 36.0877076, 129.3417568 36.0874423, 129.3415282 36.0872588, 129.3410537 36.08696, 129.3403853 36.0866063, 129.3402222 36.08652, 129.3398952 36.0863475, 129.3391435 36.0859775)",28,4,yes,,,
436522181,436725697,0,52640211,True,,trunk_link,185.92199999999997,"LINESTRING (129.3391435 36.0859775, 129.3398471 36.0862242, 129.3402494 36.086349, 129.3405301 36.0863717, 129.3408155 36.0863036, 129.3410493 36.086163)",,,,,,
436522181,436522172,0,"[481638189, 481507509, 481638190]",False,동해대로,trunk,339.505,"LINESTRING (129.3391435 36.0859775, 129.3398952 36.0863475, 129.3402222 36.08652, 129.3403853 36.0866063, 129.3410537 36.08696, 129.3415282 36.0872588, 129.3417568 36.0874423, 129.3419422 36.0877076, 129.3419921 36.0878748)",28,4,yes,,,
436522181,4744345112,0,481507509,False,동해대로,trunk,282.236,"LINESTRING (129.3391435 36.0859775, 129.3386978 36.0857582, 129.3381903 36.0855018, 129.3372936 36.0850036, 129.3366483 36.0844598)",28,4,,,,
436561599,4677788817,0,160438745,False,양학천로,secondary,65.479,"LINESTRING (129.3671196 36.0281691, 129.3664011 36.0280736)",,,,,,
436561599,4740710068,0,160438745,False,양학천로,secondary,12.6,"LINESTRING (129.3671196 36.0281691, 129.3672574 36.0281896)",,,,,,
436561602,4632539411,0,172241992,False,칠성로,tertiary,37.51,"LINESTRING (129.3648593 36.0362112, 129.36447 36.03609)",,,,,,
436561602,4740710057,0,172241992,False,칠성로,tertiary,15.829,"LINESTRING (129.3648593 36.0362112, 129.3650312 36.0362419)",,,,,,
436561602,4740710085,0,721847611,True,중앙로,primary,39.527,"LINESTRING (129.3648593 36.0362112, 129.3649627 36.0358657)",,4,,,,
436561605,4632539433,0,468789827,False,불종로,secondary,68.793,"LINESTRING (129.3656669 36.0383148, 129.3649075 36.0383901)",,,,,,
436561605,4740710052,0,721847610,False,불종로,secondary,12.0,"LINESTRING (129.3656669 36.0383148, 129.3657997 36.0383041)",,,,,,
436561605,4632539432,0,721847611,True,중앙로,primary,66.897,"LINESTRING (129.3656669 36.0383148, 129.3654206 36.0377471)",,4,,,,
436561611,436913255,0,480728007,False,문화로,tertiary,57.987,"LINESTRING (129.3656815 36.042911, 129.3650394 36.0429599)",20,,,,,
436561611,4740288289,0,480728007,False,문화로,tertiary,8.641,"LINESTRING (129.3656815 36.042911, 129.3657773 36.0429048)",20,,,,,
436561611,414668430,0,769682592,True,중앙로,primary,268.223,"LINESTRING (129.3656815 36.042911, 129.3659477 36.0422303, 129.3659615 36.0421904, 129.3661166 36.0416732, 129.366272 36.0412458, 129.3663986 36.0409665, 129.3667042 36.0406756)",,4,,,,
436561616,4740288273,0,648335957,False,중앙로398번길,residential,10.121,"LINESTRING (129.3640242 36.0478916, 129.3640539 36.0479794)",,,,,,
436561616,4740299279,0,430814037,True,중앙로,primary,136.194,"LINESTRING (129.3640242 36.0478916, 129.3642454 36.0469972, 129.3642955 36.0468317, 129.36434 36.046694)",,4,,,,
436561625,4740299288,0,430814037,True,중앙로,primary,26.635,"LINESTRING (129.3620192 36.0505904, 129.3620953 36.0503589)",,4,,,,
436561625,4658585441,0,456299088,False,,residential,32.177,"LINESTRING (129.3620192 36.0505904, 129.3616627 36.0505647)",,,,,,
436561631,4736459450,0,52640116,True,새천년대로,primary,49.744,"LINESTRING (129.360305 36.0525424, 129.360023 36.0521575)",,,,,,
436561631,4740288254,0,430814037,True,중앙로,primary,18.445,"LINESTRING (129.360305 36.0525424, 129.3604362 36.0524538, 129.3604622 36.0524358)",,4,,,,
436561793,6158852209,0,657608327,False,새마을로,primary,868.789,"LINESTRING (129.2346261 36.0602777, 129.2327512 36.0607024, 129.2322154 36.0608882, 129.2317434 36.0610851, 129.2309313 36.0614644, 129.2291477 36.0624402, 129.22776 36.06323, 129.2262645 36.0640617)",31,,,,,
436561805,7731907557,0,657608327,False,새마을로,primary,46.996,"LINESTRING (129.2223578 36.0662977, 129.221891 36.0664881)",31,,,,,
436561805,6158852209,0,657608327,False,새마을로,primary,430.392,"LINESTRING (129.2223578 36.0662977, 129.22398 36.06535, 129.2249803 36.0648272, 129.2262645 36.0640617)",31,,,,,
436561805,7731907567,0,657608342,True,,motorway_link,236.116,"LINESTRING (129.2223578 36.0662977, 129.2237989 36.0652535, 129.2242011 36.0650112, 129.2242938 36.0649424, 129.2243466 36.064913)",,,,,,
436561808,436561809,0,657608327,False,새마을로,primary,61.618,"LINESTRING (129.2205026 36.066999, 129.2198716 36.0672156)",31,,,,,
436561808,7731907557,0,657608327,False,새마을로,primary,137.213,"LINESTRING (129.2205026 36.066999, 129.2212529 36.0667484, 129.221891 36.0664881)",31,,,,,
436561809,436561808,0,657608327,False,새마을로,primary,61.618,"LINESTRING (129.2198716 36.0672156, 129.2205026 36.066999)",31,,,,,
436561809,6089157367,0,648612958,True,,primary_link,182.252,"LINESTRING (129.2198716 36.0672156, 129.2192552 36.0675261, 129.2186425 36.0677635, 129.2180539 36.0679259)",,,,,,
436561809,4717704001,0,"[648612952, 648612951, 657608327]",False,새마을로,primary,894.597,"LINESTRING (129.2198716 36.0672156, 129.2193391 36.067366, 129.2182187 36.0675759, 129.2166107 36.0678207, 129.2158303 36.0678843, 129.2149287 36.0679219, 129.2137718 36.0679513, 129.2131769 36.0679198, 129.2111255 36.0676507, 129.21006 36.0674913)",31,,yes,,,
436561820,437087681,0,"[67147322, 37408955, 67147390]",False,문성교,secondary,881.057,"LINESTRING (129.20367 36.0696, 129.20314 36.06927, 129.20284 36.06905, 129.20259 36.06885, 129.2021 36.06844, 129.20175 36.06813, 129.2016 36.06797, 129.20148 36.06786, 129.20112 36.06763, 129.2007 36.06744, 129.2005 36.06734, 129.20031 36.06725, 129.199816 36.0669958, 129.1987607 36.0661987, 129.19858 36.06609, 129.19837 36.066, 129.19781 36.06576, 129.19766 36.06573, 129.19727 36.06564, 129.19678 36.06555, 129.19637 36.06547, 129.19598 36.06538, 129.19575 36.06529, 129.19571 36.06526)",,,yes,,,
436561820,5313961235,0,550163679,False,,residential,147.726,"LINESTRING (129.20367 36.0696, 129.2046776 36.0703724, 129.2047889 36.0705578)",,,,,,
436561820,4717704428,0,648612951,False,새마을로,primary,1125.576,"LINESTRING (129.20367 36.0696, 129.2025429 36.0703967, 129.2022827 36.0705479, 129.2019859 36.0707089, 129.2016932 36.0708436, 129.2014167 36.0709553, 129.2011769 36.0710309, 129.2008679 36.0711196, 129.2003963 36.0712445, 129.1994653 36.0714614, 129.1976928 36.0718984, 129.1963087 36.0722941, 129.1957705 36.0725719, 129.1951081 36.0729871, 129.194751 36.0732775, 129.193367 36.0748099)",31,,,,,
436561820,4717704001,0,648612951,False,새마을로,primary,650.8900000000001,"LINESTRING (129.20367 36.0696, 129.2057532 36.068227, 129.2066355 36.0677814, 129.2070626 36.0676326, 129.2072807 36.0675585, 129.2074978 36.0675088, 129.2078108 36.0674483, 129.208161 36.0673999, 129.2085417 36.0673813, 129.2092102 36.0673899, 129.21006 36.0674913)",31,,,,,
436561905,5314328901,0,37413800,False,기북로,secondary,752.733,"LINESTRING (129.1575566 36.0906908, 129.1577194 36.0910634, 129.1578553 36.0915596, 129.1580982 36.0924087, 129.158184 36.0929653, 129.1581978 36.0931765, 129.1582183 36.0933892, 129.1582336 36.0935559, 129.158313 36.0938653, 129.1585605 36.0944917, 129.158752 36.09502, 129.1589761 36.0956464, 129.1590649 36.0963143, 129.1591358 36.0969391, 129.1592155 36.0972999)",921,,,,,
436561905,4717704472,0,"[478541523, 487534212, 487534213]",False,"['인비길', '인비교']",residential,284.706,"LINESTRING (129.1575566 36.0906908, 129.1574139 36.0905318, 129.1564493 36.089457, 129.1556964 36.0886181)",,,yes,,,
